sinif,split,orijinal_yol,yeni_yol,dosya_adi
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/343/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00378.jpg,real_train_00378.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/347/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00379.jpg,real_train_00379.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/194/frame_000024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00380.jpg,real_train_00380.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/526/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00381.jpg,real_train_00381.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/675/frame_000001.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00382.jpg,real_train_00382.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/620/frame_000024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00383.jpg,real_train_00383.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/310/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00384.jpg,real_train_00384.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/421/frame_000056.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00385.jpg,real_train_00385.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/356/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00386.jpg,real_train_00386.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/020/frame_000010.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00387.jpg,real_train_00387.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/450/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00388.jpg,real_train_00388.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/339/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00389.jpg,real_train_00389.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/066/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00390.jpg,real_train_00390.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/657/frame_000026.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00391.jpg,real_train_00391.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/309/frame_000029.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00392.jpg,real_train_00392.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/661/frame_000026.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00393.jpg,real_train_00393.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/575/frame_000005.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00394.jpg,real_train_00394.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/318/frame_000015.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00395.jpg,real_train_00395.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/381/frame_000031.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00396.jpg,real_train_00396.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/742/frame_000022.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00397.jpg,real_train_00397.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/971/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00398.jpg,real_train_00398.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/197/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00399.jpg,real_train_00399.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/523/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00400.jpg,real_train_00400.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/614/frame_000015.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00401.jpg,real_train_00401.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/113/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00402.jpg,real_train_00402.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/411/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00403.jpg,real_train_00403.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/457/frame_000028.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00404.jpg,real_train_00404.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/793/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00405.jpg,real_train_00405.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/113/frame_000014.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00406.jpg,real_train_00406.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/691/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00407.jpg,real_train_00407.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/840/frame_000005.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00408.jpg,real_train_00408.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/638/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00409.jpg,real_train_00409.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/778/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00410.jpg,real_train_00410.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/268/frame_000049.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00411.jpg,real_train_00411.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/540/frame_000048.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00412.jpg,real_train_00412.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/691/frame_000026.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00413.jpg,real_train_00413.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/617/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00414.jpg,real_train_00414.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/702/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00415.jpg,real_train_00415.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/199/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00416.jpg,real_train_00416.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/951/frame_000024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00417.jpg,real_train_00417.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/608/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00418.jpg,real_train_00418.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/311/frame_000012.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00419.jpg,real_train_00419.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/358/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00420.jpg,real_train_00420.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/832/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00421.jpg,real_train_00421.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/123/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00422.jpg,real_train_00422.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/260/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00423.jpg,real_train_00423.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/286/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00424.jpg,real_train_00424.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/536/frame_000022.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00425.jpg,real_train_00425.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/562/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00426.jpg,real_train_00426.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/615/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00427.jpg,real_train_00427.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/120/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00428.jpg,real_train_00428.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/761/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00429.jpg,real_train_00429.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/423/frame_000055.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00430.jpg,real_train_00430.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/164/frame_000041.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00431.jpg,real_train_00431.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/201/frame_000023.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00432.jpg,real_train_00432.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/767/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00433.jpg,real_train_00433.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/799/frame_000035.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00434.jpg,real_train_00434.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/393/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00435.jpg,real_train_00435.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/848/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00436.jpg,real_train_00436.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/149/frame_000018.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00437.jpg,real_train_00437.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/342/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00438.jpg,real_train_00438.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/935/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00439.jpg,real_train_00439.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/793/frame_000031.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00440.jpg,real_train_00440.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/326/frame_000027.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00441.jpg,real_train_00441.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/653/frame_000018.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00442.jpg,real_train_00442.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/204/frame_000015.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00443.jpg,real_train_00443.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/061/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00444.jpg,real_train_00444.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/222/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00445.jpg,real_train_00445.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/823/frame_000026.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00446.jpg,real_train_00446.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/256/frame_000028.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00447.jpg,real_train_00447.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/878/frame_000032.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00448.jpg,real_train_00448.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/770/frame_000011.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00449.jpg,real_train_00449.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/341/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00450.jpg,real_train_00450.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/740/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00451.jpg,real_train_00451.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/074/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00452.jpg,real_train_00452.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/943/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00453.jpg,real_train_00453.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/991/frame_000020.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00454.jpg,real_train_00454.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/912/frame_000016.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00455.jpg,real_train_00455.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/752/frame_000018.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00456.jpg,real_train_00456.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/948/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00457.jpg,real_train_00457.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/716/frame_000007.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00458.jpg,real_train_00458.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/716/frame_000024.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00459.jpg,real_train_00459.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/582/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00460.jpg,real_train_00460.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/562/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00461.jpg,real_train_00461.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/040/frame_000022.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00462.jpg,real_train_00462.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/391/frame_000027.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00463.jpg,real_train_00463.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/779/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00464.jpg,real_train_00464.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/556/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00465.jpg,real_train_00465.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/088/frame_000026.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00466.jpg,real_train_00466.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/878/frame_000021.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00467.jpg,real_train_00467.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/630/frame_000018.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00468.jpg,real_train_00468.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/485/frame_000016.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00469.jpg,real_train_00469.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/951/frame_000048.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00470.jpg,real_train_00470.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/420/frame_000042.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00471.jpg,real_train_00471.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/512/frame_000033.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00472.jpg,real_train_00472.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/919/frame_000013.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00473.jpg,real_train_00473.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/478/frame_000019.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00474.jpg,real_train_00474.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/368/frame_000017.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00475.jpg,real_train_00475.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/872/frame_000003.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00476.jpg,real_train_00476.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/124/frame_000004.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00477.jpg,real_train_00477.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/641/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00478.jpg,real_train_00478.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/266/frame_000005.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00479.jpg,real_train_00479.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/557/frame_000023.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00480.jpg,real_train_00480.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/771/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00481.jpg,real_train_00481.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/443/frame_000008.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00482.jpg,real_train_00482.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/879/frame_000006.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00483.jpg,real_train_00483.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/506/frame_000029.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00484.jpg,real_train_00484.jpg
Real,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/real_frames/train/673/frame_000009.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deney 1 Frame/Real/train/real_train_00485.jpg,real_train_00485.jpg
