sinif,split,dosya,neden
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_13_25__walking_down_street_outside_angry__IW9OFVMG/frame_000025.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_16_05__walking_down_street_outside_angry__BY646B4R/frame_000028.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_24_19__walking_down_street_outside_angry__GNHYZ84G/frame_000032.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_14_15__walking_down_street_outside_angry__OMLZILK3/frame_000058.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_790_014/frame_000011.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Deepfakes_614_616/frame_000024.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceSwap_370_483/frame_000002.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_01_04__meeting_serious__0XUW13RW/frame_000053.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_02_01__walking_outside_cafe_disgusted__YVGY8LOK/frame_000004.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_13_12__outside_talking_still_laughing__2TM4IFSF/frame_000017.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_04_01__secret_conversation__6I623VU9/frame_000006.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_22_24__walking_down_street_outside_angry__7E3GY85F/frame_000048.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_07_14__podium_speech_happy__VOX29AK0/frame_000061.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_14_20__walking_outside_cafe_disgusted__3HWOJRAM/frame_000013.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_13_20__podium_speech_happy__C50CSOEX/frame_000043.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_14_20__walking_down_street_outside_angry__3HWOJRAM/frame_000019.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_15_06__walking_outside_cafe_disgusted__QRCD27P8/frame_000020.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/Face2Face_033_097/frame_000005.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_01_11__meeting_serious__9OM3VE0Y/frame_000037.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_27_02__walk_down_hall_angry__FV8M8O2C/frame_000000.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_21_11__podium_speech_happy__T7DK03O1/frame_000065.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_26_04__walking_down_street_outside_angry__WX836VLY/frame_000023.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_04_01__outside_talking_still_laughing__0XUW13RW/frame_000015.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_547_574/frame_000021.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_03_04__outside_talking_pan_laughing__T04P6ELC/frame_000031.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_11_03__outside_talking_pan_laughing__P08VGHTA/frame_000018.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/FaceShifter_647_622/frame_000011.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_03_07__walking_outside_cafe_disgusted__CDSNLDQ8/frame_000003.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_07_26__walk_down_hall_angry__FGNGC2GT/frame_000013.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_07_02__walking_down_street_outside_angry__O4SXNLRL/frame_000024.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/NeuralTextures_648_654/frame_000004.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_02_09__outside_talking_pan_laughing__6KUOFMZW/frame_000014.jpg,yuz_bulunamadi
Fake,train,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/train/DeepFakeDetection_27_26__outside_talking_still_laughing__IE9N0ZI9/frame_000005.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_02_07__walk_down_hall_angry__U7DEOZNV/frame_000004.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_02_01__secret_conversation__YVGY8LOK/frame_000017.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_03_13__outside_talking_still_laughing__GBYWJW06/frame_000052.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_26_13__secret_conversation__XRS5W2NC/frame_000065.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_23_19__secret_conversation__H4SUVFTL/frame_000032.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_07_06__walking_down_street_outside_angry__NMGYPBXE/frame_000021.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_27_02__kitchen_pan__3L1MLH3D/frame_000031.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_06_25__outside_talking_pan_laughing__MI9BDQ7M/frame_000032.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_12_15__outside_talking_still_laughing__RK17XFJ9/frame_000018.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_23_19__secret_conversation__H4SUVFTL/frame_000044.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_20_26__outside_talking_pan_laughing__KGFLR0PH/frame_000014.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/FaceSwap_374_407/frame_000018.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_06_15__outside_talking_still_laughing__E98QYYXO/frame_000018.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_18_11__walking_outside_cafe_disgusted__TRJUIS24/frame_000011.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_02_06__podium_speech_happy__N8OSN8P6/frame_000026.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_16_05__walking_outside_cafe_disgusted__053HPS1G/frame_000057.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_16_05__walking_outside_cafe_disgusted__053HPS1G/frame_000043.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/FaceSwap_923_023/frame_000012.jpg,yuz_bulunamadi
Fake,val,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/val/DeepFakeDetection_01_04__walk_down_hall_angry__GBC7ZGDP/frame_000012.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_20_14__outside_talking_pan_laughing__R7SPX6OK/frame_000020.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_11_26__walk_down_hall_angry__7C0VKV43/frame_000000.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_15_20__outside_talking_still_laughing__99NHTFBM/frame_000022.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_07_09__outside_talking_still_laughing__N9CWME71/frame_000019.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_07_03__walk_down_hall_angry__W3MXGEU9/frame_000030.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_21_14__exit_phone_room__IRKML4J0/frame_000004.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_15_20__outside_talking_still_laughing__99NHTFBM/frame_000021.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_18_06__walking_down_street_outside_angry__MVXBDKGB/frame_000017.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_15_12__outside_talking_still_laughing__RK17XFJ9/frame_000028.jpg,yuz_bulunamadi
Fake,test,/content/drive/MyDrive/AISC DeepFake Çalışmaları/FaceForensics_Projesi/fake_frames/test/DeepFakeDetection_14_03__exit_phone_room__KJ221YN0/frame_000001.jpg,yuz_bulunamadi
