image_path,relative_path,file_name,class_name,label,split,sample_id,source_video,frame_index,face_index,status,output_sha256,roi_width,roi_height,blur_score,eye_landmark_fraction
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00348.jpg,fake/train/fake_train_00348.jpg,fake_train_00348.jpg,fake,1,train,fc503cdc052e53c1d4dc0dc02b071e4b5cdf50a30b1bc2c874e862948c44d205,,348,0.0,SUCCESS,868b96dba658af40ff0c6e1e7975591eaa094dc4838edb87c6f166dd9790fb18,202.0,60.0,30.80060844,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00351.jpg,fake/train/fake_train_00351.jpg,fake_train_00351.jpg,fake,1,train,b470c739ee46bbb1b65b54a71c09a7d4d7cb5c6f7d5bb58d8ef8377372d9bf70,,351,0.0,SUCCESS,242bf7ff53487e9535211e4e106c8b24f1c1337bea45583c5aa412f13b448844,161.0,31.0,26.01028917,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00352.jpg,fake/train/fake_train_00352.jpg,fake_train_00352.jpg,fake,1,train,6ffb6e6306b6992eec4f5771469cec2dd908c1fd533854991bd5ce424111994d,,352,0.0,SUCCESS,08827bf5085b4a81f96708fb46f9861e3562642aaedb564f7282a7b1ee5675af,390.0,94.0,5.12750461,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00356.jpg,fake/train/fake_train_00356.jpg,fake_train_00356.jpg,fake,1,train,82516541105c948d75d37a84ea28ad8000b66aed9dc83fce68865e8248f322dc,,356,0.0,SUCCESS,06b7bc6dca5e8e63bc989786ac3095b4f4d008dd6b26c53e691ad6ff0d232d62,301.0,70.0,55.859253,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00357.jpg,fake/train/fake_train_00357.jpg,fake_train_00357.jpg,fake,1,train,b2a1baa7ebe1adc90d48766f1d7815670f8dee5fa7a591168c8b8ec091f9615f,,357,0.0,SUCCESS,d27bb5bda76d9b2fdc5f63286f57fb530f1b929b847b791eff6a1c69884e609a,54.0,16.0,150.31570966,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00358.jpg,fake/train/fake_train_00358.jpg,fake_train_00358.jpg,fake,1,train,dd461ef591a8341844e2a62c40e097177573b7bc5fb3106b182b736902f48df5,,358,0.0,SUCCESS,b472091efae951930dfb7021a220540752169284243d0286892921d1068be7ec,257.0,71.0,12.61600361,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00359.jpg,fake/train/fake_train_00359.jpg,fake_train_00359.jpg,fake,1,train,06d28798a04a301a11f40a69daf9987f673eff4db29a4afdc5f5f8df46b9e664,,359,0.0,SUCCESS,d85888a25c712c28244e3b7b9f5374ca2fda0f682c0d3c97781d362e285140a6,180.0,44.0,107.36499592,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00360.jpg,fake/train/fake_train_00360.jpg,fake_train_00360.jpg,fake,1,train,13d240c5c669621d3ea51bd46dbced56192d4f5db18acb2dc4bd91a22cac5f21,,360,0.0,SUCCESS,83ec0760dff7985b6c21d9e07c90bffa9ad32ee4d085d53ca3bf0ab320d53d97,186.0,38.0,34.27321564,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00361.jpg,fake/train/fake_train_00361.jpg,fake_train_00361.jpg,fake,1,train,604d33d18afad9fc3e9af1cd14aadcc135fc6c972e4894aa6f4452eee283c1a5,,361,0.0,SUCCESS,ab04fde13a25d05238cebe06d0b4ddaf70e66ee39e1c0c3ed0c6948f27ec3d46,80.0,18.0,120.30055507,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00362.jpg,fake/train/fake_train_00362.jpg,fake_train_00362.jpg,fake,1,train,d169205534598eef61251dbdd1c6c5c8871622b14004ebe382d8ab72946b5232,,362,0.0,SUCCESS,23fb6ffe71a7d9a89c2200712de58263b2e668f5d1803bdbb5c7ebddf70e94f8,116.0,25.0,97.51407503,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00363.jpg,fake/train/fake_train_00363.jpg,fake_train_00363.jpg,fake,1,train,39bb5c417e2f3dc3101fe1d152483d2f07f6968d04e03406bfc03368e9ed3011,,363,0.0,SUCCESS,26b0e8e7cd7573dde99ec3c502ea12de3ccf6acac9c8100cbf92045103f9d7e8,192.0,62.0,21.43386651,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00364.jpg,fake/train/fake_train_00364.jpg,fake_train_00364.jpg,fake,1,train,5bb0f2244e7c52d32f93ad14c7b75ccc0e370bf2ace8ec231549c608b1ab0933,,364,0.0,SUCCESS,3e59c7cbeecb0916423564b0f05607b209444097e8e95711bc5fb1bbed5a5969,293.0,110.0,15.12982917,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00365.jpg,fake/train/fake_train_00365.jpg,fake_train_00365.jpg,fake,1,train,671ae95a6b468e501ed9c79ecc02a24dfb90c7802fffeff9031e31971e20e08a,,365,0.0,SUCCESS,213f2a42eb6cb05cbf98491cc28ee86c46ad66049e1b54d9038f66d87b4f13b4,167.0,39.0,21.44205583,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00367.jpg,fake/train/fake_train_00367.jpg,fake_train_00367.jpg,fake,1,train,6d3fbcc86b69ed920754c75ba68ed8b5f4d3a6e03652447acec2467831fe3c1e,,367,0.0,SUCCESS,d8428add18bf43854cf0b1d9e333dc316919186a0b7d77ece8250789e9232ebe,482.0,99.0,5.16262359,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00368.jpg,fake/train/fake_train_00368.jpg,fake_train_00368.jpg,fake,1,train,63c43f3bd46fcd538f358834c216d0d018b10cf816537c5bef0829becab65f57,,368,0.0,SUCCESS,289b3efc837447f53eec06f1927268e128fc8e3676e73a287077953a63dfb3af,101.0,23.0,102.71951877,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00369.jpg,fake/train/fake_train_00369.jpg,fake_train_00369.jpg,fake,1,train,88a584258db4b0f36110b0b11bee8097f8b59f9df1836d4b02639e6ffec50c29,,369,0.0,SUCCESS,096faeac08fa28d15446c474912f72b15cf890ebe10634aac8e96766f77812be,100.0,25.0,245.874476,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00371.jpg,fake/train/fake_train_00371.jpg,fake_train_00371.jpg,fake,1,train,2f7a717d38a7e2fd6946c85a9243df6a5c2dcf7515272230e21456089066274f,,371,0.0,SUCCESS,5a7d95e05cd077a0ddf5cad75ab206fdddb41aa90f208984468138634b225d91,180.0,34.0,11.10242959,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00372.jpg,fake/train/fake_train_00372.jpg,fake_train_00372.jpg,fake,1,train,2693f15c1b59e6f5b6b77fb27bbe50e86d3e6cde53f67ebbc9c0ac1a777f91cb,,372,0.0,SUCCESS,fe6a1b440fd98148253603622e88e860497ec38576f09bd22771f6b6830e968b,121.0,28.0,104.82720483,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00373.jpg,fake/train/fake_train_00373.jpg,fake_train_00373.jpg,fake,1,train,0ea5c237222a318d9ab601ad5183f1cbcafb0f6ff33d2745a18181cedf346ee7,,373,0.0,SUCCESS,81432c68b1f98e678cff18997aef6b2c33ac51e18455a592032141f377a99cd6,105.0,33.0,164.3571494,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00375.jpg,fake/train/fake_train_00375.jpg,fake_train_00375.jpg,fake,1,train,31ef0b14505610e40b50be6e8744f2289717cb9b8d5d0e1ea1662030d843c84b,,375,0.0,SUCCESS,14f6021b3e00a82c2c03bbdceb4d6ea2d60c8a94a51333228875ed28f8c3fdf5,313.0,101.0,10.8408459,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00377.jpg,fake/train/fake_train_00377.jpg,fake_train_00377.jpg,fake,1,train,3fc968d864ede6db759024e3f18458b4e3e318933a5f078b30073d586f991e74,,377,0.0,SUCCESS,2b76783b4a601ae5825e539ee93532f27c03422e49d67618e030cc72099c44e4,67.0,20.0,357.8947182,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00378.jpg,fake/train/fake_train_00378.jpg,fake_train_00378.jpg,fake,1,train,30702c9df5bb0ac2fa551f1209c090371dccb52391ceadfdb36fc46a51bc6266,,378,0.0,SUCCESS,1ec71d9a65fb96265bf5037f7643709c8fedca24656bbf78dd84a673f2071878,130.0,28.0,181.42799179,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00380.jpg,fake/train/fake_train_00380.jpg,fake_train_00380.jpg,fake,1,train,c6d2fba0728e813f7c810ccbebba850fe946ec171ed3f5083264d56407debcc5,,380,0.0,SUCCESS,e14777e0dc1f3c780a4cc3d36f85bb8b75ff6211ce16387f5db3bc5e530dcef7,122.0,30.0,19.68202537,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00382.jpg,fake/train/fake_train_00382.jpg,fake_train_00382.jpg,fake,1,train,432d426650cde8c8cb806f3091c8cc6eca05d3c086759fddc7326b69ab88a9c6,,382,0.0,SUCCESS,22f34d1a0e5f59d7f7eec256fc65198ed02105e0adc5171022c99e9e580e35dc,217.0,56.0,45.41441605,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00383.jpg,fake/train/fake_train_00383.jpg,fake_train_00383.jpg,fake,1,train,2c26ab98d849e09041f35f5413375a20070ae045be187069c15a759f16de88b6,,383,0.0,SUCCESS,835d39e69778d10fc8ae302a22e259ecb2e81c19b18562f70d088b75131c2fff,173.0,38.0,67.48019586,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00384.jpg,fake/train/fake_train_00384.jpg,fake_train_00384.jpg,fake,1,train,953fa8e20b08d6f8773939b76b270db0eb9947d2f52fad793c0241ef3e25dc23,,384,0.0,SUCCESS,d0b865c5f1acab9ccdda79f8fb4147d5b0fb38c4bbcd2c350001cb48a9de6d57,211.0,45.0,61.9569155,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00387.jpg,fake/train/fake_train_00387.jpg,fake_train_00387.jpg,fake,1,train,feb0474a35cd1e405a2f4a46aefb5584378b9bec2feed49ecaa38ff63a5fa410,,387,0.0,SUCCESS,43870ffa9f717403e1cacddc346a930d35ac6c88ea9ca24e3513939c9fc43270,113.0,24.0,89.47411687,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00389.jpg,fake/train/fake_train_00389.jpg,fake_train_00389.jpg,fake,1,train,a781b8b4845ceda4453fc3058b498ddd83c1ec97cfa590e87167189ffdc9fde8,,389,0.0,SUCCESS,c29404881310fbf07a31caeae31d3c8c907f97e6a3702b0fcbb3c6305859e190,77.0,21.0,132.25141346,0.15625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00390.jpg,fake/train/fake_train_00390.jpg,fake_train_00390.jpg,fake,1,train,1daf2303eba00475ed950450ff95e2c147fcc99a75e59d5e63e0c45485692ee2,,390,0.0,SUCCESS,272f95a2124862e8d827205fd57b36d94aefec0a5a0cc53898df0b0b7c9ed46b,108.0,21.0,169.53350659,0.1875
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00392.jpg,fake/train/fake_train_00392.jpg,fake_train_00392.jpg,fake,1,train,391f58695081db34f3ba8c50a47cdbb7c0a25ef7333291548ce8ec4f58abb7e3,,392,0.0,SUCCESS,af37d5db334db171d8711cdb8da0c933235621b309f31adb23b7e92e70ba9666,125.0,40.0,33.21663344,0.25
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00393.jpg,fake/train/fake_train_00393.jpg,fake_train_00393.jpg,fake,1,train,88e815c38776cada54478eb1338e9eab8717b88fb98cde6024f42395a112e1d1,,393,0.0,SUCCESS,1f867a9f09c4298d660db1f822c27c5e480ccab0780b02c7d6c411e6a1ffa90e,185.0,43.0,23.43905256,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00395.jpg,fake/train/fake_train_00395.jpg,fake_train_00395.jpg,fake,1,train,447a39536cbd5ccccebb63a466aa047d8741131b1c3cbe27063b20b32251c8f7,,395,0.0,SUCCESS,2ee0dc6eb4b8dc8195ba32aea15d35f15365cb9ced780271ff8c30971a9d3790,86.0,23.0,405.70831318,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00397.jpg,fake/train/fake_train_00397.jpg,fake_train_00397.jpg,fake,1,train,735135a4e8da107f473fbc6326769b222580e7cf571b2c11bf91e15d5be2b6bf,,397,0.0,SUCCESS,ac7f762773eb5fe5b2b98a800630e36584b13060628a63075cab143b5ef094f6,82.0,19.0,320.31434099,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00401.jpg,fake/train/fake_train_00401.jpg,fake_train_00401.jpg,fake,1,train,4ed2041499b028aa2d9f69b348d710b93979ddfdb2dfc4b2a557238aaef06cc3,,401,0.0,SUCCESS,c37ceb0d10684bd6e8efe5c8bb201ffb71d92a31b57b89e9e769c8d3bb4aae27,109.0,25.0,247.82674105,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00402.jpg,fake/train/fake_train_00402.jpg,fake_train_00402.jpg,fake,1,train,1410d4b1d637085e8157fa2eccea79f9886df33b662b5fe8ca9fae79043ad0c7,,402,0.0,SUCCESS,3b2aa3520b376e12e0faf679c4abf3cc08461551e1cbb7dc2eec771fa7b9c7ca,106.0,26.0,63.58894698,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00403.jpg,fake/train/fake_train_00403.jpg,fake_train_00403.jpg,fake,1,train,151035a4a60897ca2429bf7f276389704fa3479c73070b7675e1a6739050649e,,403,0.0,SUCCESS,8a2c137527700049ad929b606928a8419ab586d977664a0fb92cee5937fcc621,203.0,50.0,11.06251536,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00404.jpg,fake/train/fake_train_00404.jpg,fake_train_00404.jpg,fake,1,train,d197071aba558ef09dbf8fea36ee4adde774a5164cdeb7f994c084f09e47360f,,404,0.0,SUCCESS,e5b0858db6c4e71ef35c6137722a3b85bdb37aa3aa3fcdf50819ad991ae8beb8,95.0,22.0,79.32803828,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00405.jpg,fake/train/fake_train_00405.jpg,fake_train_00405.jpg,fake,1,train,f81ec678752b4aaaa54b007ca06b3b9720ec9dcd96071323289f9bccae52f589,,405,0.0,SUCCESS,307073d7e7f63543e9f5b61106d34189250d87612eabcf9ec0d5f264551962f8,94.0,21.0,133.28429667,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00406.jpg,fake/train/fake_train_00406.jpg,fake_train_00406.jpg,fake,1,train,0e9d1e578ce900635a9c87e771599d7bc93776a0c343009c4e124e1c4cece9e0,,406,0.0,SUCCESS,52ecfc1245fa78caffe7860e7288416cea75f9f57f95d4dda09e82a9dbf0f179,133.0,29.0,64.91883352,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00407.jpg,fake/train/fake_train_00407.jpg,fake_train_00407.jpg,fake,1,train,9b576c6061da94373d5e229a5f725552eed3cb06c0901e3f76a4609ffe510bf6,,407,0.0,SUCCESS,fa157ca52eaa758cb63c54d0afadf2f028d2a75030d53f403d05586af2215089,322.0,61.0,8.67422935,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00409.jpg,fake/train/fake_train_00409.jpg,fake_train_00409.jpg,fake,1,train,e4b1fe03d864eb8d36a2df8f745bbd767e5aad3ed29fe0527b13691cc371b437,,409,0.0,SUCCESS,8242d66cd61400ab0fef38357dd805fc76854372eb2bfa77407313f48a7e44a7,99.0,22.0,244.41753793,0.03125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00410.jpg,fake/train/fake_train_00410.jpg,fake_train_00410.jpg,fake,1,train,d28bd1d5620932533b949af36e6ab05350e3ea1c5351404719c4b5bcfe211746,,410,0.0,SUCCESS,c21b0d84414d91cf58b5f7bf02f70ea1c07c376f2ff0ed20357073122f574334,138.0,37.0,27.15042647,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00411.jpg,fake/train/fake_train_00411.jpg,fake_train_00411.jpg,fake,1,train,a5694e698c3d0998f180069fb32daf92ab666779d6a0dcb49d95bd1fdc0884cb,,411,0.0,SUCCESS,fdae2852d4b26c3f53ce87936eba394933b6aff496d071b9135847c6958fa8dd,141.0,29.0,33.5421842,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00412.jpg,fake/train/fake_train_00412.jpg,fake_train_00412.jpg,fake,1,train,82424268dcd7b0dcf03e25e50bda934a3e2059156a670a782a2c69e065f664dd,,412,0.0,SUCCESS,25e7acc9015c5d50819f606897d4edd6c37a02e0c43e074dd9a4886f643b6fdd,132.0,38.0,63.98527738,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00413.jpg,fake/train/fake_train_00413.jpg,fake_train_00413.jpg,fake,1,train,ba8a489afad94a47860f35a12c0b88b6c05fb1c0ab933715c8a21d4afe7b7bf8,,413,0.0,SUCCESS,b1a8d43fda4bf86e784e3d634161e93c0235a035357ad2b8f8e8fa15e14b341f,224.0,58.0,8.17472854,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00414.jpg,fake/train/fake_train_00414.jpg,fake_train_00414.jpg,fake,1,train,6fba08ede569f3d8f5b987d122475d8c498955b60c15d85836719aafbc32135d,,414,0.0,SUCCESS,69098232ebaf968a24d2e18d6c134653e062723e3ff3ce084765652f6631dcb4,184.0,34.0,167.83818665,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00416.jpg,fake/train/fake_train_00416.jpg,fake_train_00416.jpg,fake,1,train,791cf64d5312a27581c189b746567449ded18a942553ff2756cf6781c59aa71b,,416,0.0,SUCCESS,b0775360a32ba06a5362bcc36dc517ebab2e305271ff051f1ab370031511a6bf,92.0,18.0,323.0816789,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00417.jpg,fake/train/fake_train_00417.jpg,fake_train_00417.jpg,fake,1,train,635ad4be0d8e9f10948cb582ad4743957705fd954c69ff08dd64c2c8af895424,,417,0.0,SUCCESS,60de33ae37a975f4c0348eaceba5dbae2de8d140a562eee0c1292075a45f7051,108.0,21.0,90.37893676,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00419.jpg,fake/train/fake_train_00419.jpg,fake_train_00419.jpg,fake,1,train,927eb421a78194bbb339827a4df5acabf15a5e46d9ffb674dbf27c8559a56fe1,,419,0.0,SUCCESS,22c658a604e4e3f1273f89b4bc18b49c1f8992cf0ff4cdef8d29821acf211c5d,274.0,83.0,8.65956018,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00420.jpg,fake/train/fake_train_00420.jpg,fake_train_00420.jpg,fake,1,train,d63a2c6d07c5c0c757178ca30c4cbd721818e39bb3672adce7e065a3b0a31412,,420,0.0,SUCCESS,6aff1b07ba18d8db166a6def7b9603eb7d339fd490308cdc162fc8ced35919d8,463.0,90.0,4.64724825,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00421.jpg,fake/train/fake_train_00421.jpg,fake_train_00421.jpg,fake,1,train,c1761b0d83df0873e08631201f15804515a9b240784d37b3faeb2fc9b889587b,,421,0.0,SUCCESS,ea03ca6119a86ba959ed2f0344ba6d42a9108c9c8b6d84693691b0f67c53fdf2,147.0,33.0,80.51659681,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00422.jpg,fake/train/fake_train_00422.jpg,fake_train_00422.jpg,fake,1,train,f1765ff0e78b1768cfcce5428ea8e26a09c16db62b3ed51b8fdfeb899ec794f8,,422,0.0,SUCCESS,5f5204efbeafcb9ac114845fa5820c84bdc29dc462081efa2793edbb47fc6950,92.0,27.0,320.85231861,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00423.jpg,fake/train/fake_train_00423.jpg,fake_train_00423.jpg,fake,1,train,f64b97abdbeee7c37879ea5d43a256dd7ad1f030b13bc38d79e616a36f39ef9f,,423,0.0,SUCCESS,b773f0c61659fec8774b2f3d2b26eecb30512d20af7217e72ead2b7e5f2ec49d,94.0,26.0,18.65319172,0.125
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00425.jpg,fake/train/fake_train_00425.jpg,fake_train_00425.jpg,fake,1,train,96207bfc8bf6013ec0b31e4523b0a9cdd919e00e2997375e29cc087268eb1445,,425,0.0,SUCCESS,c7f1c193e5c73cc2dae23f76ab9973a15a92f0cd9236c4493edca9873358788a,96.0,26.0,123.52631647,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00427.jpg,fake/train/fake_train_00427.jpg,fake_train_00427.jpg,fake,1,train,995adadef39560d3e09e188e9c6d6016569eff16a2cf3cf64add3312ee2c336c,,427,0.0,SUCCESS,9e81a6cfa8ac15492ae127d03a88833e1873c5369f786035cc8b75098149e881,152.0,32.0,34.44915581,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00429.jpg,fake/train/fake_train_00429.jpg,fake_train_00429.jpg,fake,1,train,ca9cc3345146497e430ff998746c43810cce33deb5eb20e2c78230beb87ff487,,429,0.0,SUCCESS,3d18f1ef03965bec6225a48ef4dd345a11266f1b4cb879887c6fb0ab15f83f1e,279.0,61.0,14.46767782,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00430.jpg,fake/train/fake_train_00430.jpg,fake_train_00430.jpg,fake,1,train,96a25e16d4c0b2183a62fefc413362d8929729543bc37ed1f3393f36b2eb1881,,430,0.0,SUCCESS,2fdc44fb28a222468760bb54e40734407e8c36f4299c190991f92e070a00d4cf,162.0,44.0,50.31630542,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00431.jpg,fake/train/fake_train_00431.jpg,fake_train_00431.jpg,fake,1,train,8bd7cb415d094aa2cf99e1f20fe144bc20bb17eb5af5c65ce9b7a433c9ba399f,,431,0.0,SUCCESS,7895f783d0af4164587b5862d16b442d81cc8d009254e42104697cc19fc8894d,246.0,54.0,72.43395745,0.0625
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00432.jpg,fake/train/fake_train_00432.jpg,fake_train_00432.jpg,fake,1,train,0e466868df2160d6a89521c21605d728082a752afd8414aed97c9ff4fd90c7ad,,432,0.0,SUCCESS,008d8e22b058da4e33caa8f575b9978d5d2319bb0a430e6e15fb168645dc13fb,218.0,56.0,24.0109231,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00433.jpg,fake/train/fake_train_00433.jpg,fake_train_00433.jpg,fake,1,train,a66e8bc19f6aab1e2aa58bb9f1788b9cde9e7187fb142a9d2e98e42474c35522,,433,0.0,SUCCESS,5553d1a0d814b9bd8097e018cd11be7a3bfd4c2d330a083b8756669496487ec5,102.0,26.0,94.37303742,0.09375
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00434.jpg,fake/train/fake_train_00434.jpg,fake_train_00434.jpg,fake,1,train,355401790eb521b64daae7f862c92300b3d5c19d427a683f45a2d0940dfc6e79,,434,0.0,SUCCESS,c0066bb546844399c8a674d1dca4f9e5d541960c577f4a1f9cd04b81e89a85b2,82.0,19.0,235.99953571,0.0
/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00436.jpg,fake/train/fake_train_00436.jpg,fake_train_00436.jpg,fake,1,train,029f44175d2e2ec190c9a1e46183eba4f3a7f4c1c53b1e71f539cd6a29241ab2,,436,0.0,SUCCESS,f964f83d3d627fc65ae465eed41634fa3fcd5e3d95613ecd6ac55f38208c7048,91.0,22.0,137.30687095,0.09375
