sample_id,source_video,frame_index,face_index,label,split,status,skip_reason,input_path,input_relative_path,output_path,output_relative_path,input_sha256,output_sha256,run_id,processed_at,input_width,input_height,roi_width,roi_height,face_count,blur_score,eye_landmark_fraction,alignment_applied,alignment_angle_degrees,error_type,error_message,resolved_eyebrow_path,path_exists,training_eyebrow_path
6ecfcbfa7e8fc47a32911c99b9464aba346e2f90f868fed5df3fdb54f642fc26,,337,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00337.jpg,Fake/train/fake_train_00337.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00337.jpg,fake/train/fake_train_00337.jpg,7635affd860270e11b9010af8205499594b18a67fb5621836572bcbc45999dc5,72227f36f504fcfef92445b17cd0f00096903bfd5d3944c56697d6f3586d2df4,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:07.321885+00:00,704,480,103.0,19.0,1,158.95986343,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00337.jpg,True,/content/eyebrow_roi_cache/6ecfcbfa7e8fc47a32911c99b9464aba346e2f90f868fed5df3fdb54f642fc26.jpg
a44e602080f643c7b51233d2f6f179ea8e57c373f8a95aacfb4e9ab665e70872,,340,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00340.jpg,Fake/train/fake_train_00340.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00340.jpg,fake/train/fake_train_00340.jpg,9a9c2fd7650efa8d586e5a306f3389d1901f9da40199152521fb38ac2ace852f,f54f99625bf3a8c2c401ab164b21e790997e9d68f2642be41c0bbcc33d9dfc4b,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:08.007424+00:00,1280,720,138.0,36.0,1,37.15738845,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00340.jpg,True,/content/eyebrow_roi_cache/a44e602080f643c7b51233d2f6f179ea8e57c373f8a95aacfb4e9ab665e70872.jpg
f85287df6cf60dffc2ec9b0b2268a01ddf7db0af394aea8ced60ada2d525bf58,,342,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00342.jpg,Fake/train/fake_train_00342.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00342.jpg,fake/train/fake_train_00342.jpg,1eda58d92f6b96c6f3c879eb51bdd458b65b12f1bd6de8c92512016898402923,523c3d555e8db77e739f01ffbfa75b3c70d93eb757edc4b0905d22c8a3509a2b,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:08.845515+00:00,1280,720,131.0,38.0,1,40.58230166,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00342.jpg,True,/content/eyebrow_roi_cache/f85287df6cf60dffc2ec9b0b2268a01ddf7db0af394aea8ced60ada2d525bf58.jpg
d2e9193d64dd3e03283afbb985f44b5395af92d508d20ac2a3b51efb53c48653,,344,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00344.jpg,Fake/train/fake_train_00344.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00344.jpg,fake/train/fake_train_00344.jpg,cb8300d9063589b9daff0bace7eb8ec1faa50535d8ab0eff1361fe2399dee863,a6e2d02e75a6dc39cea0ed0287444b7ac9bc1a968f196e5629343c1833b69714,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:09.338714+00:00,1280,720,129.0,34.0,1,20.99958751,0.125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00344.jpg,True,/content/eyebrow_roi_cache/d2e9193d64dd3e03283afbb985f44b5395af92d508d20ac2a3b51efb53c48653.jpg
858a8021ce696a2b4444163ccefd60d7041ad94de36204d2bb4fc0e59bf53fa6,,345,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00345.jpg,Fake/train/fake_train_00345.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00345.jpg,fake/train/fake_train_00345.jpg,d0c1bd8f638f7bdf2fb955bbc77ec491d3442c5817e3324f04c33dc0340dff90,aaad8ced3d1074dc6c8097657c957fbb7d898c8f8929e5aa05bc281599f69f6b,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:09.565776+00:00,640,480,84.0,19.0,1,295.97889932,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00345.jpg,True,/content/eyebrow_roi_cache/858a8021ce696a2b4444163ccefd60d7041ad94de36204d2bb4fc0e59bf53fa6.jpg
b90e7ff2f188493578c3b803bab9e705fb03497b0b15697627d35e359cc11385,,347,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00347.jpg,Fake/train/fake_train_00347.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00347.jpg,fake/train/fake_train_00347.jpg,bfb82273b3514e723e824ceb995988bd54830f3bdc038631f8f24d21420311af,e1041b5a13b72960ee5479cb000a27364cfbdbe0222dec2059adc9455e3299cf,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:10.117338+00:00,704,480,91.0,18.0,1,171.84455119,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00347.jpg,True,/content/eyebrow_roi_cache/b90e7ff2f188493578c3b803bab9e705fb03497b0b15697627d35e359cc11385.jpg
fc503cdc052e53c1d4dc0dc02b071e4b5cdf50a30b1bc2c874e862948c44d205,,348,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00348.jpg,Fake/train/fake_train_00348.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00348.jpg,fake/train/fake_train_00348.jpg,07a2a12ab44aa4c79dcd825a4586bc00b833235a0b76abec995e1813f8334458,868b96dba658af40ff0c6e1e7975591eaa094dc4838edb87c6f166dd9790fb18,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:10.398665+00:00,1920,1080,202.0,60.0,1,30.80060844,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00348.jpg,True,/content/eyebrow_roi_cache/fc503cdc052e53c1d4dc0dc02b071e4b5cdf50a30b1bc2c874e862948c44d205.jpg
b470c739ee46bbb1b65b54a71c09a7d4d7cb5c6f7d5bb58d8ef8377372d9bf70,,351,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00351.jpg,Fake/train/fake_train_00351.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00351.jpg,fake/train/fake_train_00351.jpg,b16f81bee65a9d64665c7011dcff2a4fdc650211099a59a60724eb6e0f007b79,242bf7ff53487e9535211e4e106c8b24f1c1337bea45583c5aa412f13b448844,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:11.177035+00:00,1280,720,161.0,31.0,1,26.01028917,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00351.jpg,True,/content/eyebrow_roi_cache/b470c739ee46bbb1b65b54a71c09a7d4d7cb5c6f7d5bb58d8ef8377372d9bf70.jpg
6ffb6e6306b6992eec4f5771469cec2dd908c1fd533854991bd5ce424111994d,,352,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00352.jpg,Fake/train/fake_train_00352.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00352.jpg,fake/train/fake_train_00352.jpg,387bf1f27d877908aaff0173d29524117de5b6cf46a3a67bf8443982ff254c0a,08827bf5085b4a81f96708fb46f9861e3562642aaedb564f7282a7b1ee5675af,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:11.428058+00:00,1920,1080,390.0,94.0,1,5.12750461,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00352.jpg,True,/content/eyebrow_roi_cache/6ffb6e6306b6992eec4f5771469cec2dd908c1fd533854991bd5ce424111994d.jpg
82516541105c948d75d37a84ea28ad8000b66aed9dc83fce68865e8248f322dc,,356,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00356.jpg,Fake/train/fake_train_00356.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00356.jpg,fake/train/fake_train_00356.jpg,d4042ffd886e175c2e8e6126e56814bafa3e26ff60343d9c26d04aa6829d6bae,06b7bc6dca5e8e63bc989786ac3095b4f4d008dd6b26c53e691ad6ff0d232d62,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:12.550973+00:00,1280,720,301.0,70.0,1,55.859253,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00356.jpg,True,/content/eyebrow_roi_cache/82516541105c948d75d37a84ea28ad8000b66aed9dc83fce68865e8248f322dc.jpg
b2a1baa7ebe1adc90d48766f1d7815670f8dee5fa7a591168c8b8ec091f9615f,,357,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00357.jpg,Fake/train/fake_train_00357.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00357.jpg,fake/train/fake_train_00357.jpg,e34d54b6b237fe1baa915b31a9aaadd8f231c15a994f88a20eb7574c24efc83e,d27bb5bda76d9b2fdc5f63286f57fb530f1b929b847b791eff6a1c69884e609a,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:12.999106+00:00,600,480,54.0,16.0,1,150.31570966,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00357.jpg,True,/content/eyebrow_roi_cache/b2a1baa7ebe1adc90d48766f1d7815670f8dee5fa7a591168c8b8ec091f9615f.jpg
dd461ef591a8341844e2a62c40e097177573b7bc5fb3106b182b736902f48df5,,358,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00358.jpg,Fake/train/fake_train_00358.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00358.jpg,fake/train/fake_train_00358.jpg,cdfd0e8c819926db39bafc3ac50341bb7fe68a750b5b46d458bddfb33830035d,b472091efae951930dfb7021a220540752169284243d0286892921d1068be7ec,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:13.293106+00:00,1920,1080,257.0,71.0,1,12.61600361,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00358.jpg,True,/content/eyebrow_roi_cache/dd461ef591a8341844e2a62c40e097177573b7bc5fb3106b182b736902f48df5.jpg
06d28798a04a301a11f40a69daf9987f673eff4db29a4afdc5f5f8df46b9e664,,359,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00359.jpg,Fake/train/fake_train_00359.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00359.jpg,fake/train/fake_train_00359.jpg,03ddc5d0808a8b58dd0a591a59844c92fdbd9670ccb7dbceb077400e1c917813,d85888a25c712c28244e3b7b9f5374ca2fda0f682c0d3c97781d362e285140a6,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:13.564832+00:00,1280,720,180.0,44.0,1,107.36499592,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00359.jpg,True,/content/eyebrow_roi_cache/06d28798a04a301a11f40a69daf9987f673eff4db29a4afdc5f5f8df46b9e664.jpg
13d240c5c669621d3ea51bd46dbced56192d4f5db18acb2dc4bd91a22cac5f21,,360,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00360.jpg,Fake/train/fake_train_00360.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00360.jpg,fake/train/fake_train_00360.jpg,4c95fa8930700f299cd5498a53e0328d6114b32c0fb6f6cd5dd399859ea7bc51,83ec0760dff7985b6c21d9e07c90bffa9ad32ee4d085d53ca3bf0ab320d53d97,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:13.898160+00:00,1920,1080,186.0,38.0,1,34.27321564,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00360.jpg,True,/content/eyebrow_roi_cache/13d240c5c669621d3ea51bd46dbced56192d4f5db18acb2dc4bd91a22cac5f21.jpg
604d33d18afad9fc3e9af1cd14aadcc135fc6c972e4894aa6f4452eee283c1a5,,361,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00361.jpg,Fake/train/fake_train_00361.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00361.jpg,fake/train/fake_train_00361.jpg,9ab2782d5ca28ae5715bc8e59687de123d8ed3a60cf532dacd72b7495ffff6ce,ab04fde13a25d05238cebe06d0b4ddaf70e66ee39e1c0c3ed0c6948f27ec3d46,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:15.197087+00:00,832,480,80.0,18.0,1,120.30055507,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00361.jpg,True,/content/eyebrow_roi_cache/604d33d18afad9fc3e9af1cd14aadcc135fc6c972e4894aa6f4452eee283c1a5.jpg
d169205534598eef61251dbdd1c6c5c8871622b14004ebe382d8ab72946b5232,,362,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00362.jpg,Fake/train/fake_train_00362.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00362.jpg,fake/train/fake_train_00362.jpg,87fa3d93d9e07b12c28896dc5c08dc59347e5983034ea174c19a7df2038aec3b,23fb6ffe71a7d9a89c2200712de58263b2e668f5d1803bdbb5c7ebddf70e94f8,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:15.486142+00:00,640,480,116.0,25.0,1,97.51407503,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00362.jpg,True,/content/eyebrow_roi_cache/d169205534598eef61251dbdd1c6c5c8871622b14004ebe382d8ab72946b5232.jpg
39bb5c417e2f3dc3101fe1d152483d2f07f6968d04e03406bfc03368e9ed3011,,363,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00363.jpg,Fake/train/fake_train_00363.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00363.jpg,fake/train/fake_train_00363.jpg,03d468a80f467bd2e6348ba7044b0a3ad787f87a18d3d46eca842cd9cb792dab,26b0e8e7cd7573dde99ec3c502ea12de3ccf6acac9c8100cbf92045103f9d7e8,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:15.957181+00:00,1920,1080,192.0,62.0,1,21.43386651,0.09375,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00363.jpg,True,/content/eyebrow_roi_cache/39bb5c417e2f3dc3101fe1d152483d2f07f6968d04e03406bfc03368e9ed3011.jpg
5bb0f2244e7c52d32f93ad14c7b75ccc0e370bf2ace8ec231549c608b1ab0933,,364,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00364.jpg,Fake/train/fake_train_00364.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00364.jpg,fake/train/fake_train_00364.jpg,f5c704e3a436ea6af0cd203984ee1182c8a7a265cb665f08dfe5e9ec8b93336c,3e59c7cbeecb0916423564b0f05607b209444097e8e95711bc5fb1bbed5a5969,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:16.184008+00:00,1920,1080,293.0,110.0,1,15.12982917,0.03125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00364.jpg,True,/content/eyebrow_roi_cache/5bb0f2244e7c52d32f93ad14c7b75ccc0e370bf2ace8ec231549c608b1ab0933.jpg
671ae95a6b468e501ed9c79ecc02a24dfb90c7802fffeff9031e31971e20e08a,,365,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00365.jpg,Fake/train/fake_train_00365.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00365.jpg,fake/train/fake_train_00365.jpg,68058b3bc6188cea584e6b611079d5e97b3a6922be1aa91fa6504bb1c293cf94,213f2a42eb6cb05cbf98491cc28ee86c46ad66049e1b54d9038f66d87b4f13b4,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:16.237489+00:00,1280,720,167.0,39.0,1,21.44205583,0.0625,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00365.jpg,True,/content/eyebrow_roi_cache/671ae95a6b468e501ed9c79ecc02a24dfb90c7802fffeff9031e31971e20e08a.jpg
6d3fbcc86b69ed920754c75ba68ed8b5f4d3a6e03652447acec2467831fe3c1e,,367,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00367.jpg,Fake/train/fake_train_00367.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00367.jpg,fake/train/fake_train_00367.jpg,7e10296e6f949ace227db7205ed0b4c52d66ee9b0ce9907a48ed73fb53309d2f,d8428add18bf43854cf0b1d9e333dc316919186a0b7d77ece8250789e9232ebe,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:16.723816+00:00,1920,1080,482.0,99.0,1,5.16262359,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00367.jpg,True,/content/eyebrow_roi_cache/6d3fbcc86b69ed920754c75ba68ed8b5f4d3a6e03652447acec2467831fe3c1e.jpg
63c43f3bd46fcd538f358834c216d0d018b10cf816537c5bef0829becab65f57,,368,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00368.jpg,Fake/train/fake_train_00368.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00368.jpg,fake/train/fake_train_00368.jpg,f720a6b774b9608f4117322d11ed9f8e7a7921ad1b5bd5b409f5eb8326d1cdc3,289b3efc837447f53eec06f1927268e128fc8e3676e73a287077953a63dfb3af,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:17.064692+00:00,854,480,101.0,23.0,1,102.71951877,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00368.jpg,True,/content/eyebrow_roi_cache/63c43f3bd46fcd538f358834c216d0d018b10cf816537c5bef0829becab65f57.jpg
88a584258db4b0f36110b0b11bee8097f8b59f9df1836d4b02639e6ffec50c29,,369,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00369.jpg,Fake/train/fake_train_00369.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00369.jpg,fake/train/fake_train_00369.jpg,3a82a2f378d3affdb3a2deb2e59119d4d1948eaf4d31652ceb0bf1b975d9f2f1,096faeac08fa28d15446c474912f72b15cf890ebe10634aac8e96766f77812be,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:17.408804+00:00,656,480,100.0,25.0,1,245.874476,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00369.jpg,True,/content/eyebrow_roi_cache/88a584258db4b0f36110b0b11bee8097f8b59f9df1836d4b02639e6ffec50c29.jpg
2f7a717d38a7e2fd6946c85a9243df6a5c2dcf7515272230e21456089066274f,,371,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00371.jpg,Fake/train/fake_train_00371.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00371.jpg,fake/train/fake_train_00371.jpg,f1b6705fc54fed8b2552c35a366c248b47bcc4b0ab91ef8628322a46fd4c820f,5a7d95e05cd077a0ddf5cad75ab206fdddb41aa90f208984468138634b225d91,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:17.998112+00:00,1920,1080,180.0,34.0,1,11.10242959,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00371.jpg,True,/content/eyebrow_roi_cache/2f7a717d38a7e2fd6946c85a9243df6a5c2dcf7515272230e21456089066274f.jpg
2693f15c1b59e6f5b6b77fb27bbe50e86d3e6cde53f67ebbc9c0ac1a777f91cb,,372,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00372.jpg,Fake/train/fake_train_00372.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00372.jpg,fake/train/fake_train_00372.jpg,12e52bda78bfeb60c534c05ee4eec3826eb0f845eef31f5412949d619d7c42c1,fe6a1b440fd98148253603622e88e860497ec38576f09bd22771f6b6830e968b,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:18.237419+00:00,656,480,121.0,28.0,1,104.82720483,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00372.jpg,True,/content/eyebrow_roi_cache/2693f15c1b59e6f5b6b77fb27bbe50e86d3e6cde53f67ebbc9c0ac1a777f91cb.jpg
0ea5c237222a318d9ab601ad5183f1cbcafb0f6ff33d2745a18181cedf346ee7,,373,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00373.jpg,Fake/train/fake_train_00373.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00373.jpg,fake/train/fake_train_00373.jpg,e58ecb4742b0dcc3e3810d16f3aafd2ce5fc2b3745d045f42e20d58281617228,81432c68b1f98e678cff18997aef6b2c33ac51e18455a592032141f377a99cd6,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:18.488797+00:00,854,480,105.0,33.0,1,164.3571494,0.0,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00373.jpg,True,/content/eyebrow_roi_cache/0ea5c237222a318d9ab601ad5183f1cbcafb0f6ff33d2745a18181cedf346ee7.jpg
31ef0b14505610e40b50be6e8744f2289717cb9b8d5d0e1ea1662030d843c84b,,375,0.0,fake,train,success,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Deney 1 Frame/Fake/train/fake_train_00375.jpg,Fake/train/fake_train_00375.jpg,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00375.jpg,fake/train/fake_train_00375.jpg,1d0f0c8ce9786565d0d6e5e308a7ee0692da586988d0d985b4c38b3935ab0744,14f6021b3e00a82c2c03bbdceb4d6ea2d60c8a94a51333228875ed28f8c3fdf5,20260806_142915_eyebrow_roi_seed42_b775dfb93f,2026-08-06T14:31:19.232673+00:00,1280,720,313.0,101.0,1,10.8408459,0.03125,False,0.0,,,/content/drive/MyDrive/AISC DeepFake Çalışmaları/Deneyler/Nazlıcan/Deney 1/Kaş/fake/train/fake_train_00375.jpg,True,/content/eyebrow_roi_cache/31ef0b14505610e40b50be6e8744f2289717cb9b8d5d0e1ea1662030d843c84b.jpg
